Source,Target,Type,Id,Label,timeset,Weight,app,ht,lang,join_date
508,80,Directed,1135,,,1,Twitter for Android,None,es,2019-04-16
509,509,Directed,1136,,,1,Twitter for Android,None,ca,2009-04-13
510,5,Directed,1137,,,1,Twitter Web App,extraterrestre,es,2011-11-10
510,69,Directed,1138,,,2,Twitter Web App,Mexico,es,2011-11-10
511,511,Directed,1139,,,1,Twitter for Android,None,es,2015-09-23
512,7,Directed,1140,,,1,Twitter Web App,None,es,2017-04-27
512,16,Directed,1141,,,1,Twitter Web App,ufo,es,2017-04-27
512,63,Directed,1142,,,1,Twitter Web App,None,es,2017-04-27
514,4,Directed,1143,,,1,Twitter for Android,None,es,2012-02-20
514,50,Directed,1144,,,1,Twitter for Android,None,es,2012-02-20
514,257,Directed,1145,,,1,Twitter for Android,ufotwitter,es,2012-02-20
515,515,Directed,1146,,,1,Twitter Web App,None,pt,2009-11-29
518,59,Directed,1147,,,3,Twitter for iPhone,None,es,2017-07-13
519,4,Directed,1148,,,1,Twitter for Android,None,es,2021-05-05
519,7,Directed,1149,,,1,Twitter for Android,Ufoleaks,es,2021-05-05
519,30,Directed,1150,,,1,Twitter for Android,OVNI,es,2021-05-05
520,9,Directed,1151,,,1,Twitter for Android,OVNI,fr,2020-08-19
520,17,Directed,1152,,,1,Twitter for Android,None,fr,2020-08-19
520,49,Directed,1153,,,1,Twitter for Android,Pentagone,fr,2020-08-19
521,123,Directed,1154,,,1,Twitter for Android,OVNI,fr,2012-10-07
521,290,Directed,1155,,,1,Twitter for Android,OVNI,fr,2012-10-07
521,390,Directed,1156,,,1,Twitter for Android,None,und,2012-10-07
523,5084,Directed,1157,,,1,Twitter for Android,FotoHistórica,es,2008-09-23
523,5418,Directed,1158,,,1,Twitter for Android,UFOs,es,2008-09-23
523,5775,Directed,1159,,,1,Twitter for Android,OVNI,es,2008-09-23
525,25,Directed,1160,,,1,Twitter for Android,None,es,2016-09-02
525,525,Directed,1161,,,1,Twitter for Android,Universo,es,2016-09-02
529,4,Directed,1162,,,1,Twitter for Android,None,es,2013-12-15
529,42,Directed,1163,,,2,Twitter for Android,None,und,2013-12-15
530,530,Directed,1164,,,1,Twitter for iPhone,None,es,2020-12-09
533,533,Directed,1165,,,1,Twitter for Android,None,es,2012-05-10
534,50,Directed,1166,,,1,Twitter for Android,None,es,2015-04-07
534,75,Directed,1167,,,1,Twitter for Android,AlexDietrich,es,2015-04-07
534,366,Directed,1168,,,1,Twitter for Android,Ovnis,es,2015-04-07
536,6,Directed,1169,,,1,Twitter for Android,Horizonte,es,2013-05-01
